"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"SF1","ENSG00000168066","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]",1,"PF00013|PF16275|PF00098","KH_1|SF1-HH|zf-CCHC","KH domain|Splicing factor 1 helix-hairpin domain|Zinc knuckle"
"SF3A1","ENSG00000099995","splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]",1,"PF00240|PF12230|PF01805","ubiquitin|Surp","Ubiquitin family|Surp module"
"SF3A2","ENSG00000104897","splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766]",1,"PF16835|PF12874","SF3A2|zf-met","Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)|Zinc-finger of C2H2 type"
"SF3B2","ENSG00000087365","splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]",1,"PF02037|PF04037|PF04046","SAP","SAP domain"
"SF3B4","ENSG00000143368","splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SF3B6","ENSG00000115128","splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SFMBT2","ENSG00000198879","Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]",1,"PF02820|PF12140|PF00536","MBT|DUF3588|SAM_1","mbt repeat|Protein of unknown function (DUF3588)|SAM domain (Sterile alpha motif)"
"SFPQ","ENSG00000116560","splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]",1,"PF08075|PF00076","NOPS|RRM_1","NOPS (NUC059) domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SFSWAP","ENSG00000061936","splicing factor SWAP homolog [Source:HGNC Symbol;Acc:HGNC:10790]",1,"PF01805|PF09750","Surp","Surp module"
"SKIV2L","ENSG00000204351|ENSG00000206353|ENSG00000223493|ENSG00000225737|ENSG00000228896|ENSG00000232616","Ski2 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:10898]",1,"PF00270|PF08148|PF13234|PF00271","DEAD|DSHCT|rRNA_proc-arch|Helicase_C","DEAD/DEAH box helicase|DSHCT (NUC185) domain|rRNA-processing arch domain|Helicase conserved C-terminal domain"
"SKIV2L2","ENSG00000039123","Ski2 like RNA helicase 2 [Source:HGNC Symbol;Acc:HGNC:18734]",1,"PF13234|PF08148|PF00270|PF00271","rRNA_proc-arch|DSHCT|DEAD|Helicase_C","rRNA-processing arch domain|DSHCT (NUC185) domain|DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"SLC4A1AP","ENSG00000163798","solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813]",1,"PF00035|PF00498","dsrm|FHA","Double-stranded RNA binding motif|FHA domain"
"SLIRP","ENSG00000119705","SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SLTM","ENSG00000137776","SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]",1,"PF02037|PF00076","SAP|RRM_1","SAP domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SMARCA2","ENSG00000080503","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]",1,"PF08880|PF00176|PF07533|PF00439|PF07529|PF14619|PF00271","SNF2_N|BRK|Bromodomain|HSA|Helicase_C","SNF2 family N-terminal domain|BRK domain|Bromodomain|HSA|Helicase conserved C-terminal domain"
"SMARCA4","ENSG00000127616","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]",1,"PF00176|PF00271|PF07533|PF08880|PF14619|PF00439|PF07529","SNF2_N|Helicase_C|BRK|Bromodomain|HSA","SNF2 family N-terminal domain|Helicase conserved C-terminal domain|BRK domain|Bromodomain|HSA"
"SMARCA5","ENSG00000153147","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]",1,"PF09111|PF00176|PF13892|PF00271|PF09110","SLIDE|SNF2_N|Helicase_C|HAND","SLIDE|SNF2 family N-terminal domain|Helicase conserved C-terminal domain|HAND"
"SMARCAD1","ENSG00000163104","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]",1,"PF00176|PF00271","SNF2_N|Helicase_C","SNF2 family N-terminal domain|Helicase conserved C-terminal domain"
"SMG5","ENSG00000198952","SMG5, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]",1,"PF10374|PF10373|PF13638","EST1|EST1_DNA_bind|PIN_4","Telomerase activating protein Est1|Est1 DNA/RNA binding domain|PIN domain"
"SMG6","ENSG00000070366","SMG6, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]",1,"PF13638|PF10374|PF10373","PIN_4|EST1|EST1_DNA_bind","PIN domain|Telomerase activating protein Est1|Est1 DNA/RNA binding domain"
"SMG7","ENSG00000116698","SMG7, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]",1,"PF10374|PF10373","EST1|EST1_DNA_bind","Telomerase activating protein Est1|Est1 DNA/RNA binding domain"
"SMU1","ENSG00000122692","DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247]",1,"PF00400","WD40","WD domain, G-beta repeat"
"SND1","ENSG00000197157","staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]",1,"PF00567|PF00565","TUDOR|SNase","Tudor domain|Staphylococcal nuclease homologue"
"SNRNP200","ENSG00000144028","small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]",1,"PF00270|PF00271|PF02889","DEAD|Helicase_C|Sec63","DEAD/DEAH box helicase|Helicase conserved C-terminal domain|Sec63 Brl domain"
"SNRNP35","ENSG00000184209","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRNP40","ENSG00000060688","small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]",1,"PF00400","WD40","WD domain, G-beta repeat"
"SNRNP48","ENSG00000168566","small nuclear ribonucleoprotein U11/U12 subunit 48 [Source:HGNC Symbol;Acc:HGNC:21368]",1,"PF05253","zf-U11-48K","U11-48K-like CHHC zinc finger"
"SNRNP70","ENSG00000104852","small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150]",1,"PF12220|PF00076","U1snRNP70_N|RRM_1","U1 small nuclear ribonucleoprotein of 70kDa MW N terminal|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRPA","ENSG00000077312","small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRPB","ENSG00000125835","small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]",1,"PF01423","LSM","LSM domain"
"SNRPB2","ENSG00000125870","small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRPD1","ENSG00000167088","small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]",1,"PF01423","LSM","LSM domain"
"SNRPD2","ENSG00000125743","small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]",1,"PF01423","LSM","LSM domain"
"SNRPD3","ENSG00000100028","small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]",1,"PF01423","LSM","LSM domain"
"SNRPE","ENSG00000182004","small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]",1,"PF01423","LSM","LSM domain"
"SNRPF","ENSG00000139343","small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]",1,"PF01423","LSM","LSM domain"
"SNRPG","ENSG00000143977","small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]",1,"PF01423","LSM","LSM domain"
"SNRPN","ENSG00000128739","small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]",1,"PF01423","LSM","LSM domain"
"SON","ENSG00000159140","SON DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]",1,"PF17069|PF14709|PF01585","DND1_DSRM","double strand RNA binding domain from DEAD END PROTEIN 1"
"SPEN","ENSG00000065526","spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]",1,"PF00076|PF07744","RRM_1|SPOC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|SPOC domain"
"SRBD1","ENSG00000068784","S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]",1,"PF00575|PF09371|PF16921|PF12836","S1|Tex_N|Tex_YqgF|HHH_3","S1 RNA binding domain|Tex-like protein N-terminal domain|Tex protein YqgF-like domain|Helix-hairpin-helix motif"
"SRCAP","ENSG00000080603","Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]",1,"PF00271|PF07529|PF00176","Helicase_C|HSA|SNF2_N","Helicase conserved C-terminal domain|HSA|SNF2 family N-terminal domain"
"SREK1","ENSG00000153914","splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRP14","ENSG00000140319","signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]",1,"PF02290","SRP14","Signal recognition particle 14kD protein"
"SRP72","ENSG00000174780","signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]",1,"PF08492|PF17004|PF13181|PF13174","TPR_8|TPR_6","Tetratricopeptide repeat"
"SRRM1","ENSG00000133226","serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]",1,"PF01480","PWI","PWI domain"
"SRSF1","ENSG00000136450","serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF10","ENSG00000188529","serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF11","ENSG00000116754","serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF12","ENSG00000154548","serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF2","ENSG00000161547","serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF3","ENSG00000112081","serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF4","ENSG00000116350","serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF5","ENSG00000100650","serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF6","ENSG00000124193","serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF7","ENSG00000115875","serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]",1,"PF00076|PF00098","RRM_1|zf-CCHC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc knuckle"
"SRSF8","ENSG00000263465","serine and arginine rich splicing factor 8 [Source:HGNC Symbol;Acc:HGNC:16988]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF9","ENSG00000111786","serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SSB","ENSG00000138385","Sjogren syndrome antigen B [Source:HGNC Symbol;Acc:HGNC:11316]",1,"PF05383|PF00076|PF08777","La|RRM_1|RRM_3","La domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA binding motif"
"STAU1","ENSG00000124214","staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]",1,"PF16482|PF00035","Staufen_C|dsrm","Staufen C-terminal domain|Double-stranded RNA binding motif"
"STAU2","ENSG00000040341","staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]",1,"PF00035|PF16482","dsrm|Staufen_C","Double-stranded RNA binding motif|Staufen C-terminal domain"
"STN1","ENSG00000107960","STN1, CST complex subunit [Source:HGNC Symbol;Acc:HGNC:26200]",1,"PF01336|PF09170","tRNA_anti-codon|STN1_2","OB-fold nucleic acid binding domain|CST, Suppressor of cdc thirteen homolog, complex subunit STN1"
"STRAP","ENSG00000023734","serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]",1,"PF00400","WD40","WD domain, G-beta repeat"
"STRBP","ENSG00000165209","spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]",1,"PF07528|PF00035","DZF|dsrm","DZF domain|Double-stranded RNA binding motif"
"STRN","ENSG00000115808","striatin [Source:HGNC Symbol;Acc:HGNC:11424]",1,"PF08232|PF00400","Striatin|WD40","Striatin family|WD domain, G-beta repeat"
"STRN4","ENSG00000090372","striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721]",1,"PF00400|PF08232","WD40|Striatin","WD domain, G-beta repeat|Striatin family"
"SUGP1","ENSG00000105705","SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]",1,"PF01805|PF01585","Surp","Surp module"
"SUGP2","ENSG00000064607","SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641]",1,"PF01805|PF01585","Surp","Surp module"
"SUN1","ENSG00000164828","Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]",1,"PF09387|PF07738","MRP|Sad1_UNC","Mitochondrial RNA binding protein MRP|Sad1 / UNC-like C-terminal"
"SUPT6H","ENSG00000109111","SPT6 homolog, histone chaperone [Source:HGNC Symbol;Acc:HGNC:11470]",1,"PF14639|PF00575|PF14878|PF14633|PF14635|PF14632|PF14641","YqgF|S1|DLD|SH2_2|HHH_7|HTH_44","Holliday-junction resolvase-like of SPT6|S1 RNA binding domain|Death-like domain of SPT6|SH2 domain|Helix-hairpin-helix motif|Helix-turn-helix DNA-binding domain of SPT6"
"SUPV3L1","ENSG00000156502","Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]",1,"PF00271|PF12513","Helicase_C|SUV3_C","Helicase conserved C-terminal domain|Mitochondrial degradasome RNA helicase subunit C terminal"
"SURF6","ENSG00000148296|ENSG00000281309","surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]",1,"PF04935",NA,NA
"SYNCRIP","ENSG00000135316","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TAF15","ENSG00000270647|ENSG00000276833","TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]",1,"PF00076|PF00641","RRM_1|zf-RanBP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zn-finger in Ran binding protein and others"
"TAF5","ENSG00000148835","TATA-box binding protein associated factor 5 [Source:HGNC Symbol;Acc:HGNC:11539]",1,"PF00400|PF04494","WD40|TFIID_NTD2","WD domain, G-beta repeat|WD40 associated region in TFIID subunit, NTD2 domain"
"TARBP2","ENSG00000139546","TARBP2, RISC loading complex RNA binding subunit [Source:HGNC Symbol;Acc:HGNC:11569]",1,"PF00035","dsrm","Double-stranded RNA binding motif"
"TARDBP","ENSG00000120948","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TBL2","ENSG00000106638","transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586]",1,"PF00400","WD40","WD domain, G-beta repeat"
"TBL3","ENSG00000183751","transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]",1,"PF00400|PF08625","WD40","WD domain, G-beta repeat"
"TBRG4","ENSG00000136270","transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]",1,"PF08368|PF06743|PF08373",NA,NA
"TDRD1","ENSG00000095627","tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]",1,"PF01753|PF00567","zf-MYND|TUDOR","MYND finger|Tudor domain"
"TDRD10","ENSG00000163239","tudor domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25316]",1,"PF00567|PF00076","TUDOR|RRM_1","Tudor domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TDRD12","ENSG00000173809","tudor domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25044]",1,"PF00270|PF00567|PF04969","DEAD|TUDOR|CS","DEAD/DEAH box helicase|Tudor domain|CS domain"
"TDRD15","ENSG00000218819","tudor domain containing 15 [Source:HGNC Symbol;Acc:HGNC:45037]",1,"PF00567","TUDOR","Tudor domain"
"TDRD3","ENSG00000083544","tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]",1,"PF08585|PF00627|PF00567","RMI1_N|UBA|TUDOR","RecQ mediated genome instability protein|UBA/TS-N domain|Tudor domain"
"TDRD5","ENSG00000162782","tudor domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20614]",1,"PF00567|PF12872","TUDOR|OST-HTH","Tudor domain|OST-HTH/LOTUS domain"
"TDRD6","ENSG00000180113","tudor domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21339]",1,"PF00567","TUDOR","Tudor domain"
"TDRD7","ENSG00000196116","tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]",1,"PF12872|PF00567","OST-HTH|TUDOR","OST-HTH/LOTUS domain|Tudor domain"
"TDRD9","ENSG00000156414","tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]",1,"PF00271|PF04408|PF00567|PF00270","Helicase_C|HA2|TUDOR|DEAD","Helicase conserved C-terminal domain|Helicase associated domain (HA2)|Tudor domain|DEAD/DEAH box helicase"
"TDRKH","ENSG00000182134","tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]",1,"PF00013|PF00567","KH_1|TUDOR","KH domain|Tudor domain"
"TEP1","ENSG00000129566","telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]",1,"PF05386|PF13271|PF05729|PF05731|PF00400","NACHT|TROVE|WD40","NACHT domain|TROVE domain|WD domain, G-beta repeat"
"TERT","ENSG00000164362","telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]",1,"PF00078|PF12009","RVT_1|Telomerase_RBD","Reverse transcriptase (RNA-dependent DNA polymerase)|Telomerase ribonucleoprotein complex - RNA binding domain"
"TFB1M","ENSG00000029639","transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]",1,"PF00398","RrnaAD","Ribosomal RNA adenine dimethylase"
"TFB2M","ENSG00000162851","transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]",1,"PF00398","RrnaAD","Ribosomal RNA adenine dimethylase"
"TFIP11","ENSG00000100109","tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]",1,"PF07842|PF01585|PF12457",NA,NA
"THOC3","ENSG00000051596","THO complex 3 [Source:HGNC Symbol;Acc:HGNC:19072]",1,"PF12894|PF08662|PF00400","ANAPC4_WD40|eIF2A|WD40","Anaphase-promoting complex subunit 4 WD40 domain|Eukaryotic translation initiation factor eIF2A|WD domain, G-beta repeat"
"THOC6","ENSG00000131652","THO complex 6 [Source:HGNC Symbol;Acc:HGNC:28369]",1,"PF00400","WD40","WD domain, G-beta repeat"
"THUMPD1","ENSG00000066654","THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]",1,"PF02926","THUMP","THUMP domain"
"THUMPD2","ENSG00000138050","THUMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14890]",1,"PF01170|PF02926","UPF0020|THUMP","Putative RNA methylase family UPF0020|THUMP domain"
"THUMPD3","ENSG00000134077","THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]",1,"PF02926|PF01170","THUMP|UPF0020","THUMP domain|Putative RNA methylase family UPF0020"
"TIA1","ENSG00000116001","TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TIAL1","ENSG00000151923","TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TLE3","ENSG00000140332","transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]",1,"PF00400|PF03920","WD40|TLE_N","WD domain, G-beta repeat|Groucho/TLE N-terminal Q-rich domain"
"TNRC6C","ENSG00000078687","trinucleotide repeat containing 6C [Source:HGNC Symbol;Acc:HGNC:29318]",1,"PF12938|PF10427|PF00627|PF16608|PF00076","UBA|TNRC6-PABC_bdg|RRM_1","UBA/TS-N domain|TNRC6-PABC binding domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TOE1","ENSG00000132773","target of EGR1, member 1 (nuclear) [Source:HGNC Symbol;Acc:HGNC:15954]",1,"PF04857|PF00642","CAF1|zf-CCCH","CAF1 family ribonuclease|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"TRA2A","ENSG00000164548","transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TRA2B","ENSG00000136527","transformer 2 beta homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:10781]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TRIT1","ENSG00000043514","tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]",1,"PF01715|PF12171|PF01745","IPPT|zf-C2H2_jaz|IPT","IPP transferase|Zinc-finger double-stranded RNA-binding|Isopentenyl transferase"
"TRMT1","ENSG00000104907","tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980]",1,"PF02005|PF00642","TRM|zf-CCCH","N2,N2-dimethylguanosine tRNA methyltransferase|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"TRMT10A","ENSG00000145331","tRNA methyltransferase 10A [Source:HGNC Symbol;Acc:HGNC:28403]",1,"PF01746","tRNA_m1G_MT","tRNA (Guanine-1)-methyltransferase"
"TRMT10B","ENSG00000165275","tRNA methyltransferase 10B [Source:HGNC Symbol;Acc:HGNC:26454]",1,"PF01746","tRNA_m1G_MT","tRNA (Guanine-1)-methyltransferase"
"TRMT10C","ENSG00000174173","tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]",1,"PF01746","tRNA_m1G_MT","tRNA (Guanine-1)-methyltransferase"
"TRMT13","ENSG00000122435","tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]",1,"PF11722|PF05253|PF05206","zf-U11-48K","U11-48K-like CHHC zinc finger"
"TRMT1L","ENSG00000121486","tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]",1,"PF02005","TRM","N2,N2-dimethylguanosine tRNA methyltransferase"
"TRMT2A","ENSG00000099899","tRNA methyltransferase 2 homolog A [Source:HGNC Symbol;Acc:HGNC:24974]",1,"PF05958|PF13847","tRNA_U5-meth_tr|Methyltransf_31","tRNA (Uracil-5-)-methyltransferase|Methyltransferase domain"
"TRMT2B","ENSG00000188917","tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]",1,"PF05958","tRNA_U5-meth_tr","tRNA (Uracil-5-)-methyltransferase"
"TRNAU1AP","ENSG00000180098","tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30813]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TROVE2","ENSG00000116747","TROVE domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11313]",1,"PF05731","TROVE","TROVE domain"
"TRUB1","ENSG00000165832","TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060]",1,"PF01509","TruB_N","TruB family pseudouridylate synthase (N terminal domain)"
"TRUB2","ENSG00000167112","TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170]",1,"PF01509","TruB_N","TruB family pseudouridylate synthase (N terminal domain)"
"TTF2","ENSG00000116830","transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]",1,"PF06839|PF00176|PF00271","SNF2_N|Helicase_C","SNF2 family N-terminal domain|Helicase conserved C-terminal domain"
"TUFM","ENSG00000178952","Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]",1,"PF03144|PF03143|PF00009","GTP_EFTU_D2|GTP_EFTU_D3|GTP_EFTU","Elongation factor Tu domain 2|Elongation factor Tu C-terminal domain|Elongation factor Tu GTP binding domain"
"TUT1","ENSG00000149016","terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]",1,"PF00076|PF12874|PF03828","RRM_1|zf-met|PAP_assoc","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc-finger of C2H2 type|Cid1 family poly A polymerase"
"U2AF1","ENSG00000160201","U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]",1,"PF00642|PF00076","zf-CCCH|RRM_1","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
